id,price
54273,25117.033053599396
54274,23579.12724769985
54275,36653.1327526
54276,46545.9309970867
54277,33778.32812972623
54278,71337.62710941839
54279,42131.19316254907
54280,36249.4152468837
54281,16334.27937462719
54282,52677.054952011145
54283,35839.756747433705
54284,18291.180281277837
54285,33024.77471611835
54286,41209.70160403131
54287,65086.508958428836
54288,84622.82396780384
54289,87186.58519023213
54290,22348.21982231729
54291,15908.97173937502
54292,79935.44043974913
54293,37763.8068082809
54294,20709.576131531147
54295,49064.00475109508
54296,87186.58519023213
54297,23463.722628351832
54298,23463.722628351832
54299,23031.20848251884
54300,35693.61833631509
54301,67526.67500684621
54302,52031.43374187414
54303,55393.744465516465
54304,50729.44010041979
54305,69192.11035617092
54306,28754.99363432251
54307,30136.625665348438
54308,17780.792005394927
54309,24082.380192486267
54310,16955.74281861255
54311,69192.11035617092
54312,19103.092605909293
54313,26326.39728413396
54314,67526.67500684621
54315,76493.16050354062
54316,25807.228224381775
54317,27560.766811718397
54318,60652.26037782201
54319,15852.364936655145
54320,63199.409850614364
54321,54342.490301335856
54322,17767.655143244006
54323,39987.29418486031
54324,52031.43374187414
54325,79037.11456664554
54326,22437.64622497908
54327,79037.11456664554
54328,23038.41499309967
54329,33445.875023914814
54330,25420.623535002484
54331,62222.0554147604
54332,13333.406562637198
54333,63257.80681013623
54334,47960.626869137675
54335,30083.183778025454
54336,26225.32934905311
54337,14186.92958733045
54338,62919.627762943084
54339,73623.02759642716
54340,17342.347507991843
54341,123543.42787470808
54342,38421.576117497534
54343,30481.603350602145
54344,81600.87578907383
54345,18621.178167937254
54346,58776.45301884172
54347,16350.222116629031
54348,37666.00233537666
54349,28669.902880163903
54350,95940.79742343033
54351,36813.68676102218
54352,46671.38057825347
54353,83554.2123416509
54354,39819.91611178739
54355,16955.74281861255
54356,57059.179814841176
54357,57059.179814841176
54358,65086.508958428836
54359,16102.2197939193
54360,41286.838998455765
54361,54342.490301335856
54362,76493.16050354062
54363,87659.81373939292
54364,27718.127047403264
54365,18621.178167937254
54366,62183.56082893519
54367,32403.602398049858
54368,25420.623535002484
54369,24567.100510309236
54370,18291.180281277837
54371,36872.170895842595
54372,31808.300690500488
54373,54290.36658355906
54374,27042.964554886945
54375,85412.05179184974
54376,24619.175873625503
54377,41209.70160403131
54378,29095.210515416067
54379,25800.021713800947
54380,13333.406562637198
54381,125844.96288177859
54382,16334.27937462719
54383,65086.508958428836
54384,25117.033053599396
54385,22953.7405243008
54386,17767.655143244006
54387,14273.51764562671
54388,87186.58519023213
54389,16102.2197939193
54390,77371.67921732084
54391,17187.802399320433
54392,76131.9186437216
54393,24171.020825671705
54394,17437.65725658459
54395,41836.6366442416
54396,74777.81975732921
54397,43984.96791981691
54398,37235.715900553565
54399,54342.490301335856
54400,65863.76628972698
54401,45113.84536289655
54402,23283.738410960217
54403,74180.5370841077
54404,21850.362642343396
54405,18291.180281277837
54406,81888.7769923262
54407,16102.2197939193
54408,73623.02759642716
54409,17342.347507991843
54410,48243.002675078766
54411,20385.00638116558
54412,50450.85083975382
54413,61216.61906725904
54414,35380.2678974427
54415,19531.307995350377
54416,71526.10866651677
54417,24103.081574303782
54418,14998.841911961901
54419,18621.178167937254
54420,59222.47234413977
54421,18195.87053268509
54422,46565.4417431559
54423,20860.625354108524
54424,38518.02576717365
54425,16462.478132985245
54426,17437.65725658459
54427,15522.367049995732
54428,14998.841911961901
54429,14668.844025302482
54430,14186.92958733045
54431,14573.534276709739
54432,16334.27937462719
54433,70970.31143475573
54434,50729.44010041979
54435,26660.751249075023
54436,58153.69736988282
54437,18634.315030088175
54438,70907.45110238233
54439,41382.479310842085
54440,46565.4417431559
54441,33406.98802193026
54442,38440.88837274919
54443,55693.10240043422
54444,21403.128261370282
54445,47054.5060609581
54446,28669.902880163903
54447,38537.606245167306
54448,29000.436914023354
54449,19769.465048541635
54450,36181.955531064275
54451,17000.651817259524
54452,19769.465048541635
54453,24815.102833018973
54454,38421.576117497534
54455,13333.406562637198
54456,35386.57970807328
54457,45985.67374778221
54458,17187.802399320433
54459,41189.47717188692
54460,68471.74842681653
54461,13333.406562637198
54462,42053.22488759006
54463,78221.45618523873
54464,21618.303061635514
54465,35386.57970807328
54466,49347.391836588926
54467,44419.38416083268
54468,19757.24747215112
54469,33236.424040925594
54470,18621.178167937254
54471,44847.66218475442
54472,38919.43329747142
54473,21811.744026017415
54474,70907.45110238233
54475,36547.14136100835
54476,24619.175873625503
54477,38112.298609915146
54478,40949.847005632655
54479,35737.86489120278
54480,14668.844025302482
54481,17342.347507991843
54482,34264.9024301909
54483,59255.67483870282
54484,16955.74281861255
54485,29614.329772462333
54486,27135.459176466233
54487,50729.44010041979
54488,16102.2197939193
54489,20667.377299564243
54490,24567.100510309236
54491,14186.92958733045
54492,42854.912521211634
54493,87186.58519023213
54494,22767.214923068394
54495,44151.2925421242
54496,25488.32322306651
54497,50729.44010041979
54498,46733.507003062165
54499,31877.160608849095
54500,34028.18298699038
54501,18621.178167937254
54502,27214.600365826125
54503,55393.744465516465
54504,28765.641817326745
54505,23283.738410960217
54506,40957.927674815175
54507,67526.67500684621
54508,31877.160608849095
54509,17767.655143244006
54510,49314.74422836882
54511,38321.8588355356
54512,46565.4417431559
54513,25420.623535002484
54514,26225.32934905311
54515,13333.406562637198
54516,32383.14300374444
54517,17767.655143244006
54518,42485.85719279949
54519,32379.438180415367
54520,17767.655143244006
54521,38440.88837274919
54522,46295.191519812965
54523,44151.2925421242
54524,37045.703246767414
54525,27214.600365826125
54526,81600.87578907383
54527,124532.91191532275
54528,40683.66382749053
54529,46565.4417431559
54530,17187.802399320433
54531,34860.128875011265
54532,119275.92187550096
54533,16102.2197939193
54534,18621.178167937254
54535,74777.81975732921
54536,16102.2197939193
54537,57059.179814841176
54538,30751.888869158563
54539,24432.650272393097
54540,14998.841911961901
54541,25807.228224381775
54542,144896.03147589247
54543,19956.61563060254
54544,31748.619127350157
54545,13333.406562637198
54546,25807.228224381775
54547,27429.775166091364
54548,1691409.955291021
54549,22858.430775708053
54550,20514.92517967811
54551,15852.364936655145
54552,46565.4417431559
54553,49024.888881315324
54554,23579.12724769985
54555,49064.00475109508
54556,43994.076525580516
54557,13333.406562637198
54558,59928.19970249415
54559,36354.73323787505
54560,15852.364936655145
54561,30717.707654419737
54562,72635.74678408043
54563,14186.92958733045
54564,14186.92958733045
54565,36813.68676102218
54566,18621.178167937254
54567,63689.92341930965
54568,37841.23660253709
54569,14573.534276709739
54570,39987.29418486031
54571,57059.179814841176
54572,65086.508958428836
54573,24223.84949394973
54574,70907.45110238233
54575,67526.67500684621
54576,13333.406562637198
54577,33721.14435874857
54578,19956.61563060254
54579,60058.7628854618
54580,18621.178167937254
54581,18621.178167937254
54582,41189.47717188692
54583,57059.179814841176
54584,66423.29712488882
54585,46565.4417431559
54586,28298.922515532366
54587,77371.67921732084
54588,38154.48076246268
54589,38321.8588355356
54590,41209.70160403131
54591,17437.65725658459
54592,24007.342637140933
54593,28374.8774764722
54594,86207.72768609255
54595,42854.912521211634
54596,30533.21124289406
54597,43903.47952386408
54598,25807.228224381775
54599,133501.79884778857
54600,16955.74281861255
54601,63421.073609104125
54602,47882.65859417867
54603,70907.45110238233
54604,39353.08606553352
54605,18291.180281277837
54606,15522.367049995732
54607,45276.3863922006
54608,57059.179814841176
54609,54342.490301335856
54610,14668.844025302482
54611,26132.07610356116
54612,30944.310084495573
54613,26225.32934905311
54614,16102.2197939193
54615,18195.87053268509
54616,25318.675662644753
54617,72914.17153259345
54618,55582.33215230744
54619,14998.841911961901
54620,14186.92958733045
54621,16955.74281861255
54622,23283.738410960217
54623,52031.43374187414
54624,27314.370546743346
54625,25986.180403040402
54626,34516.520181739565
54627,35652.762886215416
54628,25420.623535002484
54629,36813.68676102218
54630,18621.178167937254
54631,47882.65859417867
54632,82149.23790233012
54633,15908.97173937502
54634,50023.496629370966
54635,60700.76412280513
54636,14998.841911961901
54637,36131.53286690467
54638,57059.179814841176
54639,35929.42560262289
54640,39156.26380930174
54641,27950.92361284436
54642,34899.64566444419
54643,33024.77471611835
54644,16955.74281861255
54645,56211.34350678634
54646,53489.88886388041
54647,18195.87053268509
54648,16955.74281861255
54649,47864.986556751355
54650,91503.15971160673
54651,14998.841911961901
54652,16102.2197939193
54653,46565.4417431559
54654,65028.11199890697
54655,45018.20505051023
54656,18291.180281277837
54657,46441.36373778474
54658,81600.87578907383
54659,23579.12724769985
54660,69192.11035617092
54661,18291.180281277837
54662,18621.178167937254
54663,24330.702400035367
54664,29853.9599387166
54665,24619.175873625503
54666,46308.199367810004
54667,37432.34432515661
54668,33911.91165664874
54669,78221.45618523873
54670,42854.912521211634
54671,27897.05903206595
54672,44151.2925421242
54673,38321.8588355356
54674,22738.565724035572
54675,20810.314016417742
54676,13333.406562637198
54677,73112.38440800451
54678,119275.92187550096
54679,36773.84910903612
54680,18621.178167937254
54681,87186.58519023213
54682,32036.801453508957
54683,45568.00269629606
54684,18621.178167937254
54685,52895.18145757728
54686,21663.83704111099
54687,16102.2197939193
54688,41147.29501933939
54689,18195.87053268509
54690,76493.16050354062
54691,24152.885760401223
54692,31519.395288041305
54693,23463.722628351832
54694,35072.42337125497
54695,26824.429437605795
54696,14186.92958733045
54697,81600.87578907383
54698,65028.11199890697
54699,82219.53335320827
54700,76493.16050354062
54701,63421.073609104125
54702,21811.744026017415
54703,40868.48311443983
54704,26955.246109734886
54705,14186.92958733045
54706,43478.17188861192
54707,69192.11035617092
54708,43796.62851187378
54709,40086.099289929516
54710,80641.239635046
54711,65086.508958428836
54712,17767.655143244006
54713,18621.178167937254
54714,57111.01766951701
54715,37070.54538982226
54716,49064.00475109508
54717,21798.28727902713
54718,18195.87053268509
54719,21618.303061635514
54720,37045.703246767414
54721,38459.89416667152
54722,14998.841911961901
54723,57059.179814841176
54724,15427.057301402983
54725,40438.57367592182
54726,70907.45110238233
54727,27429.775166091364
54728,14998.841911961901
54729,14668.844025302482
54730,36288.02553924043
54731,14998.841911961901
54732,60071.89974761271
54733,17437.65725658459
54734,23707.326006057905
54735,37816.05541551401
54736,15522.367049995732
54737,16471.022500789582
54738,43718.66023691477
54739,29185.388705204932
54740,30774.333386398583
54741,27677.952462299043
54742,13333.406562637198
54743,46565.4417431559
54744,22651.810303720376
54745,30828.97899939307
54746,29853.9599387166
54747,39675.61780819509
54748,15852.364936655145
54749,16102.2197939193
54750,50304.13246516763
54751,54342.490301335856
54752,29853.9599387166
54753,17342.347507991843
54754,19103.092605909293
54755,21972.91371666603
54756,19930.9476725426
54757,18621.178167937254
54758,17767.655143244006
54759,15852.364936655145
54760,17767.655143244006
54761,18677.78497065713
54762,32499.497469780817
54763,16102.2197939193
54764,78221.45618523873
54765,59222.47234413977
54766,23456.516117771003
54767,32215.927621045168
54768,79037.11456664554
54769,45829.06771093089
54770,21850.362642343396
54771,65086.508958428836
54772,14573.534276709739
54773,15427.057301402983
54774,13333.406562637198
54775,41821.675390518314
54776,54961.14786547029
54777,16955.74281861255
54778,81600.87578907383
54779,47864.986556751355
54780,20860.625354108524
54781,43718.66023691477
54782,16102.2197939193
54783,63421.073609104125
54784,24791.95358043629
54785,49314.74422836882
54786,52895.18145757728
54787,18195.87053268509
54788,18621.178167937254
54789,13333.406562637198
54790,47882.65859417867
54791,81968.41536394024
54792,24791.95358043629
54793,25986.180403040402
54794,13333.406562637198
54795,81600.87578907383
54796,70672.21835958716
54797,24007.342637140933
54798,39819.91611178739
